epoch,train_error,test_error,epoch_time,convergence_time
0,0.216198,0.920000,4788,0
1,0.182534,0.920000,4865,0
2,0.182281,0.920000,4967,0
3,0.182230,0.920000,4916,0
4,0.182189,0.920000,4768,0
5,0.182148,0.920000,4714,0
6,0.182106,0.920000,4746,0
7,0.182061,0.920000,4697,0
8,0.182014,0.920000,4695,0
9,0.181964,0.920000,4286,0
10,0.181911,0.920000,4287,0
11,0.181857,0.920000,4244,0
12,0.181800,0.920000,4230,0
13,0.181742,0.920000,4201,0
14,0.181684,0.920000,4212,0
15,0.181626,0.920000,4179,0
16,0.181568,0.920000,4180,0
17,0.181510,0.920000,4966,0
18,0.181454,0.920000,5062,0
19,0.181399,0.920000,5034,0
20,0.181346,0.920000,4959,0
21,0.181294,0.920000,5069,0
22,0.181244,0.920000,5090,0
23,0.181195,0.920000,5140,0
24,0.181149,0.920000,5044,0
25,0.181104,0.920000,5571,0
26,0.181060,0.920000,5377,0
27,0.181018,0.920000,5368,0
28,0.180978,0.920000,5304,0
29,0.180939,0.920000,5237,0
30,0.180902,0.920000,5194,0
31,0.180867,0.920000,5147,0
32,0.180832,0.920000,5440,0
33,0.180799,0.920000,5182,0
34,0.180767,0.920000,5216,0
35,0.180737,0.920000,5523,0
36,0.180707,0.920000,5221,0
37,0.180679,0.920000,5269,0
38,0.180652,0.920000,5235,0
39,0.180626,0.920000,5177,0
40,0.180600,0.920000,4941,0
41,0.180576,0.920000,5168,0
42,0.180553,0.920000,4951,0
43,0.180530,0.920000,4898,0
44,0.180508,0.920000,5172,0
45,0.180487,0.920000,4435,0
46,0.180467,0.920000,4419,0
47,0.180448,0.920000,4460,0
48,0.180429,0.920000,4396,0
49,0.180410,0.920000,4375,0
