epoch,train_error,test_error,epoch_time,convergence_time
0,0.242956,0.920000,4354,0
1,0.185703,0.920000,4671,0
2,0.181161,0.920000,4389,0
3,0.180368,0.920000,4491,0
4,0.180179,0.920000,4449,0
5,0.180121,0.920000,4009,0
6,0.180099,0.920000,3759,0
7,0.180088,0.920000,3832,0
8,0.180080,0.920000,3752,0
9,0.180073,0.920000,3698,0
10,0.180067,0.920000,3722,0
11,0.180061,0.920000,3820,0
12,0.180055,0.920000,3785,0
13,0.180049,0.920000,3763,0
14,0.180042,0.920000,3773,0
15,0.180036,0.920000,3781,0
16,0.180030,0.920000,3758,0
17,0.180024,0.920000,3765,0
18,0.180018,0.920000,3807,0
19,0.180012,0.920000,3836,0
20,0.180006,0.920000,3937,0
21,0.179999,0.920000,3747,0
22,0.179993,0.920000,3807,0
23,0.179987,0.920000,3747,0
24,0.179980,0.920000,3842,0
25,0.179974,0.920000,3830,0
26,0.179967,0.920000,3935,0
27,0.179960,0.920000,3889,0
28,0.179953,0.920000,4005,0
29,0.179945,0.920000,3981,0
30,0.179938,0.920000,4602,0
31,0.179930,0.920000,4635,0
32,0.179922,0.920000,3858,0
33,0.179913,0.920000,3737,0
34,0.179904,0.920000,3775,0
35,0.179895,0.920000,3751,0
36,0.179885,0.920000,3772,0
37,0.179874,0.920000,3767,0
38,0.179863,0.920000,3800,0
39,0.179851,0.920000,3998,0
40,0.179838,0.920000,4874,0
41,0.179824,0.920000,4913,0
42,0.179809,0.920000,4588,0
43,0.179793,0.920000,4691,0
44,0.179775,0.920000,4874,0
45,0.179756,0.920000,4994,0
46,0.179735,0.920000,4797,0
47,0.179712,0.920000,4666,0
48,0.179687,0.920000,4650,0
49,0.179659,0.920000,4735,0
